name,lineage,bootstrap,ambiguity,representative
England/20139044404/2020|EPI_ISL_420682||United_Kingdom|England||2020-03-29,B.8,93,0.98,
England/20139044504/2020|EPI_ISL_420683||United_Kingdom|England||2020-03-28,B.8,85,0.25,1
England/20139045004/2020|EPI_ISL_420684||United_Kingdom|England||2020-03-27,B.1,100,4.25,
England/20139045504/2020|EPI_ISL_420685||United_Kingdom|England||2020-03-29,B.2.1,99/80,1.22,
England/20139045804/2020|EPI_ISL_420686||United_Kingdom|England||2020-03-28,B.1,98/95,0.63,
England/20139045904/2020|EPI_ISL_420687||United_Kingdom|England||2020-03-28,B.1,98/98,0.06,
England/20139046504/2020|EPI_ISL_420688||United_Kingdom|England||2020-03-28,B.1,98/98,0.06,
England/20139046604/2020|EPI_ISL_420689||United_Kingdom|England||2020-03-28,B.1,98/94,0.03,
England/20139046704/2020|EPI_ISL_420690||United_Kingdom|England||2020-03-28,B.1,99/100,0.03,
England/20139046804/2020|EPI_ISL_420691||United_Kingdom|England||2020-03-28,B.1,99/100,2.99,
England/20139047104/2020|EPI_ISL_420692||United_Kingdom|England||2020-03-29,B.2,98/87,0,
England/20139047404/2020|EPI_ISL_420693||United_Kingdom|England||2020-03-28,B.2.2,65,0,1
England/20139047504/2020|EPI_ISL_420694||United_Kingdom|England||2020-03-28,B.2.1,37/85,0.03,
England/20139047604/2020|EPI_ISL_420695||United_Kingdom|England||2020-03-28,B.1,26/87,0.95,
England/20139047704/2020|EPI_ISL_420696||United_Kingdom|England||2020-03-29,B.1.5,99/100,1.21,
England/20139047804/2020|EPI_ISL_420697||United_Kingdom|England||2020-03-29,B.1.5,99/100,0.01,
England/20139048804/2020|EPI_ISL_420698||United_Kingdom|England||2020-03-28,B.1,98/100,0.87,
England/20139050802/2020|EPI_ISL_420526||United_Kingdom|England||2020-03-27,B.1.10,98/97,2.51,
England/20139050804/2020|EPI_ISL_420699||United_Kingdom|England||2020-03-27,B.1.10,98/92,3.16,
England/20139051002/2020|EPI_ISL_420527||United_Kingdom|England||2020-03-27,B.1,98/100,1.75,
England/20139051004/2020|EPI_ISL_420700||United_Kingdom|England||2020-03-27,B.1,100,2.74,
England/20139051302/2020|EPI_ISL_420528||United_Kingdom|England||2020-03-27,B.2.1,99/78,1.98,
England/20139051304/2020|EPI_ISL_420701||United_Kingdom|England||2020-03-27,B.2.1,99/97,3.04,
England/20139051702/2020|EPI_ISL_420529||United_Kingdom|England||2020-03-27,B.1,99/90,1,
England/20139051704/2020|EPI_ISL_420702||United_Kingdom|England||2020-03-27,B.1,99/85,0.91,
England/20139052002/2020|EPI_ISL_420530||United_Kingdom|England||2020-03-27,B.1,98/94,0.8,
England/20139052704/2020|EPI_ISL_420704||United_Kingdom|England||2020-03-28,B.1,99/83,4.59,
England/20139052904/2020|EPI_ISL_420705||United_Kingdom|England||2020-03-28,B.2,99/92,4.04,
England/20139053004/2020|EPI_ISL_420706||United_Kingdom|England||2020-03-28,B.1.5,99/100,4.57,
England/20139053304/2020|EPI_ISL_420707||United_Kingdom|England||2020-03-28,B.1,98/98,0.97,
England/20139053504/2020|EPI_ISL_420708||United_Kingdom|England||2020-03-28,B.2.1,91,0.85,
England/20139053804/2020|EPI_ISL_420709||United_Kingdom|England||2020-03-28,B.1.13,99/72,1.07,
England/20139054004/2020|EPI_ISL_420710||United_Kingdom|England||2020-03-27,B.1,98/97,1.04,
England/20139054504/2020|EPI_ISL_420711||United_Kingdom|England||2020-03-28,B.1,98/98,3.03,
England/20139054704/2020|EPI_ISL_420712||United_Kingdom|England||2020-03-27,B.1,98/90,2.07,
England/20139054904/2020|EPI_ISL_420713||United_Kingdom|England||2020-03-27,B.1,90,3.83,
England/20139055204/2020|EPI_ISL_420714||United_Kingdom|England||2020-03-28,B.1,98/97,0.64,
England/20139055304/2020|EPI_ISL_420715||United_Kingdom|England||2020-03-29,B.1,98/98,0.24,
England/20139056904/2020|EPI_ISL_420716||United_Kingdom|England||2020-03-26,B.1,98/90,0,
England/20139057004/2020|EPI_ISL_420717||United_Kingdom|England||2020-03-26,B.1,98/92,0.3,
England/20139057204/2020|EPI_ISL_420718||United_Kingdom|England||2020-03-27,B.2.1,77,0.01,
England/20139057404/2020|EPI_ISL_420719||United_Kingdom|England||2020-03-27,B.1,98/100,0.01,
England/20139057504/2020|EPI_ISL_420720||United_Kingdom|England||2020-03-28,B.2.1,99/78,0.22,
England/20139057604/2020|EPI_ISL_420721||United_Kingdom|England||2020-03-28,B.1,98/97,0,
England/20139057704/2020|EPI_ISL_420722||United_Kingdom|England||2020-03-28,B.1,98/100,0,
England/20139058104/2020|EPI_ISL_420723||United_Kingdom|England||2020-03-28,B.1.1,100/99,0.01,
England/20139058304/2020|EPI_ISL_420724||United_Kingdom|England||2020-03-27,B.1.13,Mar-74,0,
England/20139058404/2020|EPI_ISL_420725||United_Kingdom|England||2020-03-28,B.1,98/98,1.62,
England/20139058604/2020|EPI_ISL_420726||United_Kingdom|England||2020-03-27,B.3,98/100,1.67,
England/20139059004/2020|EPI_ISL_420727||United_Kingdom|England||2020-03-28,B.1.13,73,0,1
England/20139059504/2020|EPI_ISL_420728||United_Kingdom|England||2020-03-28,B.2.1,79,0,
England/20139059804/2020|EPI_ISL_420729||United_Kingdom|England||2020-03-28,B.2,99/84,0.12,
England/20139059904/2020|EPI_ISL_420730||United_Kingdom|England||2020-03-27,B.1,98/100,0.63,
England/20139060004/2020|EPI_ISL_420731||United_Kingdom|England||2020-03-28,B.2.1,37/90,0,
England/20139060404/2020|EPI_ISL_420732||United_Kingdom|England||2020-03-28,B.1,98/100,0,
England/20139060504/2020|EPI_ISL_420733||United_Kingdom|England||2020-03-28,B.1,98/100,0,
England/20139060804/2020|EPI_ISL_420734||United_Kingdom|England||2020-03-27,B.1,98/96,0,
England/20139061104/2020|EPI_ISL_420735||United_Kingdom|England||2020-03-27,B.2.1,99/92,0.4,
England/20139061704/2020|EPI_ISL_420736||United_Kingdom|England||2020-03-29,B.1,98/96,0.91,
England/20139062104/2020|EPI_ISL_420738||United_Kingdom|England||2020-03-27,B.1,92,2.67,
England/20139062204/2020|EPI_ISL_420739||United_Kingdom|England||2020-03-27,B.1,93,2.54,
England/20139062304/2020|EPI_ISL_420740||United_Kingdom|England||2020-03-27,B.1,98/98,1.22,
England/20139062504/2020|EPI_ISL_420741||United_Kingdom|England||2020-03-27,B.1,98/98,0.45,
England/20139062704/2020|EPI_ISL_420742||United_Kingdom|England||2020-03-28,B.1,98/97,0.02,
England/20139062804/2020|EPI_ISL_420743||United_Kingdom|England||2020-03-27,B.2,99/82,0.01,
England/20139063204/2020|EPI_ISL_420744||United_Kingdom|England||2020-03-28,B.1,98/98,0.32,
England/20139063504/2020|EPI_ISL_420745||United_Kingdom|England||2020-03-28,B.1,78,0,
England/20139063604/2020|EPI_ISL_420746||United_Kingdom|England||2020-03-25,B.2.1,87,0.69,
England/20139063704/2020|EPI_ISL_420747||United_Kingdom|England||2020-03-28,B.2.1,99/86,0.01,
England/20139063804/2020|EPI_ISL_420748||United_Kingdom|England||2020-03-28,B.2.1,87,0.12,
England/20140037504/2020|EPI_ISL_420749||United_Kingdom|England||2020-03-25,B.1,99/100,0.27,
England/20140038604/2020|EPI_ISL_420750||United_Kingdom|England||2020-03-23,B.1,98/98,0.55,
England/20140038704/2020|EPI_ISL_420751||United_Kingdom|England||2020-03-30,B.1,98/98,0.01,
England/20140039004/2020|EPI_ISL_420752||United_Kingdom|England||2020-03-26,B.1,99/86,0.2,
England/20140039104/2020|EPI_ISL_420753||United_Kingdom|England||2020-03-25,B.1,Sep-99,0.61,
England/20140039204/2020|EPI_ISL_420754||United_Kingdom|England||2020-03-27,B.1.20,22/100,1.68,
England/20140039304/2020|EPI_ISL_420755||United_Kingdom|England||2020-03-27,B.1.5,99/100,0,
England/20140039404/2020|EPI_ISL_420756||United_Kingdom|England||2020-03-27,B.1.5,99/100,0.14,
England/20140039504/2020|EPI_ISL_420757||United_Kingdom|England||2020-03-27,B.1,22/99,1.28,
England/20140039604/2020|EPI_ISL_420758||United_Kingdom|England||2020-03-27,B.1,99/100,0.31,
England/20140042004/2020|EPI_ISL_420759||United_Kingdom|England||2020-03-26,B.1,99/88,1.02,
England/20140048104/2020|EPI_ISL_420760||United_Kingdom|England||2020-03-27,B.1,100,4.24,
England/20140048704/2020|EPI_ISL_420761||United_Kingdom|England||2020-03-25,B.1,99/86,0.68,
England/20140048804/2020|EPI_ISL_420762||United_Kingdom|England||2020-03-25,B.1,98/93,2.31,
England/20140048904/2020|EPI_ISL_420763||United_Kingdom|England||2020-03-25,B.1,77,2.74,
England/20140050604/2020|EPI_ISL_420764||United_Kingdom|England||2020-03-26,B.1,99/95,1.13,
England/20142022504/2020|EPI_ISL_420765||United_Kingdom|England||2020-03-27,B.3,Feb-83,0.26,
England/20142060404/2020|EPI_ISL_420766||United_Kingdom|England||2020-03-27,B.2.5,99/88,0,1
England/20142060804/2020|EPI_ISL_420767||United_Kingdom|England||2020-03-30,B.1,98/93,0.02,
England/20142060904/2020|EPI_ISL_420768||United_Kingdom|England||2020-03-27,B.1.1,97/76,1.17,
England/20142061004/2020|EPI_ISL_420769||United_Kingdom|England||2020-03-31,B.1,98/98,0.98,
England/20142061304/2020|EPI_ISL_420770||United_Kingdom|England||2020-03-27,B.1.1,98/99,1.41,
England/20142061404/2020|EPI_ISL_420771||United_Kingdom|England||2020-03-27,B.3,98/81,1.25,
England/20142061804/2020|EPI_ISL_420772||United_Kingdom|England||2020-03-30,B.1.11,68,0,
England/20142062204/2020|EPI_ISL_420773||United_Kingdom|England||2020-03-30,B.1,98/100,0.62,
England/20142062604/2020|EPI_ISL_420774||United_Kingdom|England||2020-03-28,B.1,98/100,0,
England/20142062904/2020|EPI_ISL_420775||United_Kingdom|England||2020-03-30,B.1.20,100,0.32,1
England/20142063004/2020|EPI_ISL_420776||United_Kingdom|England||2020-03-27,B.1,98/100,1.2,
England/20142063404/2020|EPI_ISL_420777||United_Kingdom|England||2020-03-27,B.1.11,99/76,4.79,
England/SHEF-BFCB1/2020|EPI_ISL_416730||England|South_Yorkshire||2020-03-03,B.1,May-82,0,
England/SHEF-BFCC0/2020|EPI_ISL_416731||England|Northamtonshire||2020-03-03,B.1.7,86,0,
England/SHEF-BFCDF/2020|EPI_ISL_416732||England|London||2020-03-03,B.1,98/97,0,
England/SHEF-BFCEE/2020|EPI_ISL_416733||England|South_Yorkshire||2020-03-07,B.2.2,63/85,0,
England/SHEF-BFCFD/2020|EPI_ISL_416734||England|South_Yorkshire||2020-03-09,B.1,98/100,0,
England/SHEF-BFD09/2020|EPI_ISL_416735||England|South_Yorkshire||2020-03-09,B.1,98,2.76,
England/SHEF-BFD18/2020|EPI_ISL_416736||England|South_Yorkshire||2020-03-09,B.1,59,2.54,
England/SHEF-BFD27/2020|EPI_ISL_416737||England|London||2020-03-03,B.1,98/96,1.52,
England/SHEF-BFD36/2020|EPI_ISL_416738||England|Nottinghamhisre||2020-03-09,B.8,52/72,0.79,
England/SHEF-BFD45/2020|EPI_ISL_416739||England|South_Yorkshire||2020-03-09,B.8,99/86,0,1
England/SHEF-BFD54/2020|EPI_ISL_416740||England|South_Yorkshire||2020-03-03,B,90/96,0,1
England/SHEF-BFD63/2020|EPI_ISL_418286||England|South_Yorkshire||2020-03-18,B.2.1,46/86,0.91,
England/SHEF-BFD72/2020|EPI_ISL_418287||England|South_Yorkshire||2020-03-16,B.2.1,96,0.91,
England/SHEF-BFD81/2020|EPI_ISL_418288||England|South_Yorkshire||2020-03-18,B.2.1,94,1.89,
England/SHEF-BFDAF/2020|EPI_ISL_418289||England|South_Yorkshire||2020-03-18,B.2.1,46/93,0.91,
England/SHEF-BFDBE/2020|EPI_ISL_418290||England|South_Yorkshire||2020-03-18,B.2.1,46/93,1.91,
England/SHEF-BFDCD/2020|EPI_ISL_418291||England|South_Yorkshire||2020-03-16,B.2.1,96,0.91,
England/SHEF-BFDEB/2020|EPI_ISL_418293||England|South_Yorkshire||2020-03-16,B.2.1,46/93,0.91,
England/SHEF-BFDFA/2020|EPI_ISL_418294||England|South_Yorkshire||2020-03-18,B.2.1,94,0.3,
England/SHEF-BFE06/2020|EPI_ISL_418295||England|South_Yorkshire||2020-03-17,B.2.1,93,0,1
England/SHEF-BFE15/2020|EPI_ISL_418296||England|South_Yorkshire||2020-03-18,B.2.1,46/97,1.77,
England/SHEF-BFE24/2020|EPI_ISL_418297||England|South_Yorkshire||2020-03-17,B.2.1,93,2.93,
England/SHEF-BFE33/2020|EPI_ISL_418298||England|South_Yorkshire||2020-03-16,B.2.1,97,0.91,
England/SHEF-BFE42/2020|EPI_ISL_418299||England|South_Yorkshire||2020-03-18,B.2.1,85,0.91,
England/SHEF-BFE51/2020|EPI_ISL_418300||England|South_Yorkshire||2020-03-15,B.2.1,99,1.77,
England/SHEF-BFE60/2020|EPI_ISL_418301||England|South_Yorkshire||2020-03-05,B.2.1,95,3.61,
England/SHEF-BFE9D/2020|EPI_ISL_418302||England|South_Yorkshire||2020-03-24,B.8,65,0.01,
England/SHEF-BFEAC/2020|EPI_ISL_418303||England|Derbyshire||2020-03-25,B.2.2,63/83,0,
England/SHEF-BFEBB/2020|EPI_ISL_418304||England|Derbyshire||2020-03-24,B,92,0.01,
England/SHEF-BFED9/2020|EPI_ISL_418305||England|South_Yorkshire||2020-03-25,B.1,98/99,0.01,
England/SHEF-BFEE8/2020|EPI_ISL_418306||England|South_Yorkshire||2020-03-25,B.1,May-73,0,
England/SHEF-BFF03/2020|EPI_ISL_418307||England|Derbyshire||2020-03-24,B.8,99/76,0.01,
England/SHEF-BFF12/2020|EPI_ISL_418308||England|South_Yorkshire||2020-03-25,B.2.1,97,1.13,
England/SHEF-BFF21/2020|EPI_ISL_418309||England|Derbyshire||2020-03-25,B.8,89,0.99,
England/SHEF-BFF30/2020|EPI_ISL_418310||England|South_Yorkshire||2020-03-25,B.1.1,76,4.64,
England/SHEF-BFF4F/2020|EPI_ISL_418311||England|Derbyshire||2020-03-25,B.1,Jul-29,3.61,
England/SHEF-BFF5E/2020|EPI_ISL_418312||England|South_Yorkshire||2020-03-25,B.1,9/100,3.12,
England/SHEF-BFF6D/2020|EPI_ISL_418313||England|Derbyshire||2020-03-24,B.1,100,0.03,
England/SHEF-BFF7C/2020|EPI_ISL_418314||England|South_Yorkshire||2020-03-25,B.2,92,3.66,
England/SHEF-BFF8B/2020|EPI_ISL_418315||England|Derbyshire||2020-03-25,B.8,53/80,1.17,
England/SHEF-BFF9A/2020|EPI_ISL_418316||England|South_Yorkshire||2020-03-25,B.1,98/97,0.99,
England/SHEF-BFFA9/2020|EPI_ISL_418317||England|South_Yorkshire||2020-03-23,B.1,95,0,
England/SHEF-BFFB8/2020|EPI_ISL_418318||England|South_Yorkshire||2020-03-25,B.1,98/98,0.01,
England/SHEF-BFFC7/2020|EPI_ISL_418319||England|Derbyshire||2020-03-25,B,90/94,1.89,
England/SHEF-BFFD6/2020|EPI_ISL_418320||England|South_Yorkshire||2020-03-25,B.2.1,99/88,0.02,
England/SHEF-BFFE5/2020|EPI_ISL_418321||England|South_Yorkshire||2020-03-25,B,Apr-98,0.99,
England/SHEF-BFFF4/2020|EPI_ISL_420281||England|South_Yorkshire||2020-03-21,B.1.1,80,1.94,
England/SHEF-C000C/2020|EPI_ISL_420273||England|South_Yorkshire||2020-03-22,B.2.1,91,0.99,
England/SHEF-C001B/2020|EPI_ISL_420283||England|South_Yorkshire||2020-03-20,B.1.1,78,2.7,
England/SHEF-C002A/2020|EPI_ISL_420272||England|South_Yorkshire||2020-03-23,B.2.1,99/86,0.99,
England/SHEF-C0039/2020|EPI_ISL_420275||England|South_Yorkshire||2020-03-22,B.2.1,99/92,1,
England/SHEF-C0048/2020|EPI_ISL_420287||England|South_Yorkshire||2020-03-20,B.1.7,98/83,0.99,
England/SHEF-C0057/2020|EPI_ISL_420266||England|South_Yorkshire||2020-03-23,B.1.1,97/81,0.84,
England/SHEF-C0066/2020|EPI_ISL_420277||England|South_Yorkshire||2020-03-21,B.2.1,89,0,
England/SHEF-C0075/2020|EPI_ISL_420271||England|South_Yorkshire||2020-03-23,B.2.1,99/90,0.99,
England/SHEF-C0084/2020|EPI_ISL_420240||England|South_Yorkshire||2020-03-23,B.1.1,77,0,
England/SHEF-C0093/2020|EPI_ISL_420268||England|South_Yorkshire||2020-03-23,B.1.1,90/94,0.02,
England/SHEF-C00A2/2020|EPI_ISL_420286||England|South_Yorkshire||2020-03-20,B.1.1,76,1.8,
England/SHEF-C00B1/2020|EPI_ISL_420276||England|South_Yorkshire||2020-03-21,B.2.1,86,0.01,1
England/SHEF-C00C0/2020|EPI_ISL_420291||England|South_Yorkshire||2020-03-15,B.2.1,99/73,2.71,
England/SHEF-C00DF/2020|EPI_ISL_420267||England|South_Yorkshire||2020-03-23,B.1.1,97/81,0.02,
England/SHEF-C00EE/2020|EPI_ISL_420274||England|South_Yorkshire||2020-03-22,B.2.1,90,0.22,
England/SHEF-C00FD/2020|EPI_ISL_420288||England|South_Yorkshire||2020-03-18,B.1.1,77,1.8,
England/SHEF-C0118/2020|EPI_ISL_420258||England|South_Yorkshire||2020-03-24,B.1,87,2.14,
England/SHEF-C0127/2020|EPI_ISL_420228||England|South_Yorkshire||2020-03-25,B.2.1,90,1.89,
England/SHEF-C0145/2020|EPI_ISL_420230||England|South_Yorkshire||2020-03-25,B,90/95,0.97,
England/SHEF-C0154/2020|EPI_ISL_420226||England|South_Yorkshire||2020-03-25,B.1.7,86,2.04,
England/SHEF-C0163/2020|EPI_ISL_420255||England|South_Yorkshire||2020-03-25,B.2,99/77,0,
England/SHEF-C0172/2020|EPI_ISL_420259||England|South_Yorkshire||2020-03-24,B.2,99/90,0,
England/SHEF-C0181/2020|EPI_ISL_420260||England|South_Yorkshire||2020-03-24,B.1.5,99/100,0.01,
England/SHEF-C0190/2020|EPI_ISL_420257||England|Derbyshire||2020-03-25,B.1,98/99,0.99,
England/SHEF-C01AF/2020|EPI_ISL_420252||England|Derbyshire||2020-03-24,B.2.1,99/76,0.02,
England/SHEF-C01BE/2020|EPI_ISL_420253||England|South_Yorkshire||2020-03-25,B.1.7,98/91,0.99,
England/SHEF-C01CD/2020|EPI_ISL_420229||England|South_Yorkshire||2020-03-26,B.1,98/94,0.01,
England/SHEF-C01EB/2020|EPI_ISL_420254||England|South_Yorkshire||2020-03-25,B.1,Jan-97,0,
England/SHEF-C01FA/2020|EPI_ISL_420227||England|South_Yorkshire||2020-03-25,B.1.5,99/100,0.19,
England/SHEF-C0206/2020|EPI_ISL_420198||England|South_Yorkshire||2020-03-28,B.8,78,0.01,
England/SHEF-C0215/2020|EPI_ISL_420204||England|South_Yorkshire||2020-03-29,B.1.1,97/81,0.81,
England/SHEF-C0224/2020|EPI_ISL_420211||England|South_Yorkshire||2020-03-28,B.2.1,99/77,0,
England/SHEF-C0233/2020|EPI_ISL_420199||England|South_Yorkshire||2020-03-28,B.1.1,82,0,
England/SHEF-C0242/2020|EPI_ISL_420187||England|South_Yorkshire||2020-03-27,B.1,98/92,0.74,
England/SHEF-C0251/2020|EPI_ISL_420196||England|South_Yorkshire||2020-03-28,B.1,98/100,0,
England/SHEF-C0260/2020|EPI_ISL_420191||England|South_Yorkshire||2020-03-27,B.2.1,99/88,0.02,
England/SHEF-C027F/2020|EPI_ISL_420209||England|South_Yorkshire||2020-03-29,B.1.1,77,0.81,
England/SHEF-C028E/2020|EPI_ISL_420194||England|South_Yorkshire||2020-03-28,B.1,97,0,
England/SHEF-C029D/2020|EPI_ISL_420182||England|South_Yorkshire||2020-03-27,B.2,98/94,0.87,
England/SHEF-C02AC/2020|EPI_ISL_420208||England|South_Yorkshire||2020-03-28,B.1,98/94,0,
England/SHEF-C02BB/2020|EPI_ISL_420192||England|South_Yorkshire||2020-03-27,B.1,99/100,0,
England/SHEF-C02CA/2020|EPI_ISL_420180||England|South_Yorkshire||2020-03-27,B.1,92,0,
England/SHEF-C02D9/2020|EPI_ISL_420218||England|South_Yorkshire||2020-03-27,B.1,98/97,0.09,
England/SHEF-C02E8/2020|EPI_ISL_420207||England|South_Yorkshire||2020-03-29,B.1.7,98/85,0.74,
England/SHEF-C02F7/2020|EPI_ISL_420222||England|South_Yorkshire||2020-03-29,B.2.1,99/81,0,
England/SHEF-C0303/2020|EPI_ISL_420183||England|South_Yorkshire||2020-03-27,B.1,97/87,0.74,
England/SHEF-C0312/2020|EPI_ISL_420216||England|South_Yorkshire||2020-03-29,B.1,99/100,0,
England/SHEF-C0321/2020|EPI_ISL_420181||England|South_Yorkshire||2020-03-27,B.1.1,75,0,
England/SHEF-C0330/2020|EPI_ISL_420214||England|South_Yorkshire||2020-03-29,B.1.7,98/71,0.74,
England/SHEF-C034F/2020|EPI_ISL_420205||England|South_Yorkshire||2020-03-29,B.1,99/100,0.01,
England/SHEF-C035E/2020|EPI_ISL_420220||England|South_Yorkshire||2020-03-28,B.1,98/94,0,
England/SHEF-C036D/2020|EPI_ISL_420206||England|South_Yorkshire||2020-03-27,B,Apr-97,0.07,
England/SHEF-C037C/2020|EPI_ISL_420219||England|South_Yorkshire||2020-03-28,B.1,98/93,0,
England/SHEF-C038B/2020|EPI_ISL_420185||England|South_Yorkshire||2020-03-27,B,Apr-98,0.01,
England/SHEF-C039A/2020|EPI_ISL_420195||England|South_Yorkshire||2020-03-28,B.2,99/93,0.87,
England/SHEF-C03B8/2020|EPI_ISL_420197||England|South_Yorkshire||2020-03-28,B.1,98/97,0,
England/SHEF-C03C7/2020|EPI_ISL_420184||England|South_Yorkshire||2020-03-27,B.3,98/97,0,
England/SHEF-C03D6/2020|EPI_ISL_420212||England|South_Yorkshire||2020-03-28,B,22/99,0.85,
England/SHEF-C03E5/2020|EPI_ISL_420221||England|South_Yorkshire||2020-03-29,B.1,26/80,0,
England/SHEF-C03F4/2020|EPI_ISL_420190||England|South_Yorkshire||2020-03-27,B.1,Jan-99,0.02,
England/SHEF-C0400/2020|EPI_ISL_420188||England|South_Yorkshire||2020-03-27,B.1,96,0,
England/SHEF-C041F/2020|EPI_ISL_420210||England|South_Yorkshire||2020-03-27,B.1,22/100,0,
England/SHEF-C042E/2020|EPI_ISL_420179||England|South_Yorkshire||2020-03-27,B.1,99,0,
England/SHEF-C043D/2020|EPI_ISL_420217||England|South_Yorkshire||2020-03-27,B.1.1,100/100,0,
England/SHEF-C044C/2020|EPI_ISL_420193||England|South_Yorkshire||2020-03-28,B.1.11,22/76,0,1
England/SHEF-C045B/2020|EPI_ISL_420203||England|South_Yorkshire||2020-03-29,B.1.7,32/82,0,1
England/SHEF-C046A/2020|EPI_ISL_420215||England|South_Yorkshire||2020-03-27,B.1.1,100/99,0,
