header	name	GISAID	country	date	lineage	representative
China/Shanghai/SH0014|EPI_ISL_416327|2020-01-28	China/Shanghai/SH0014	EPI_ISL_416327	China	2020-01-28	B	
China/Shanghai/SH0017|EPI_ISL_416328|2020-02-01	China/Shanghai/SH0017	EPI_ISL_416328	China	2020-02-01	A.3	
China/Shanghai/SH0020|EPI_ISL_416329|2020-02-01	China/Shanghai/SH0020	EPI_ISL_416329	China	2020-02-01	B	
China/Shanghai/SH0021|EPI_ISL_416330|2020-02-02	China/Shanghai/SH0021	EPI_ISL_416330	China	2020-02-02	A	
China/Shanghai/SH0022|EPI_ISL_416331|2020-01-30	China/Shanghai/SH0022	EPI_ISL_416331	China	2020-01-30	B.4	
China/Shanghai/SH0023|EPI_ISL_416332|2020-01-30	China/Shanghai/SH0023	EPI_ISL_416332	China	2020-01-30	B.4	
China/Shanghai/SH0024|EPI_ISL_416333|2020-01-30	China/Shanghai/SH0024	EPI_ISL_416333	China	2020-01-30	A	
China/Shanghai/SH0025|EPI_ISL_416334|2020-02-06	China/Shanghai/SH0025	EPI_ISL_416334	China	2020-02-06	B	
China/Shanghai/SH0026|EPI_ISL_416335|2020-02-02	China/Shanghai/SH0026	EPI_ISL_416335	China	2020-02-02	A	
China/Shanghai/SH0027|EPI_ISL_416336|2020-02-01	China/Shanghai/SH0027	EPI_ISL_416336	China	2020-02-01	B	
China/Shanghai/SH0028|EPI_ISL_416337|2020-02-04	China/Shanghai/SH0028	EPI_ISL_416337	China	2020-02-04	B	
China/Shanghai/SH0029|EPI_ISL_416338|2020-02-01	China/Shanghai/SH0029	EPI_ISL_416338	China	2020-02-01	A.3	
China/Shanghai/SH0030|EPI_ISL_416339|2020-02-03	China/Shanghai/SH0030	EPI_ISL_416339	China	2020-02-03	A	
China/Shanghai/SH0031|EPI_ISL_416340|2020-02-02	China/Shanghai/SH0031	EPI_ISL_416340	China	2020-02-02	B	
China/Shanghai/SH0032|EPI_ISL_416341|2020-02-01	China/Shanghai/SH0032	EPI_ISL_416341	China	2020-02-01	A.3	
China/Shanghai/SH0033|EPI_ISL_416342|2020-02-04	China/Shanghai/SH0033	EPI_ISL_416342	China	2020-02-04	B	
China/Shanghai/SH0034|EPI_ISL_416343|2020-02-04	China/Shanghai/SH0034	EPI_ISL_416343	China	2020-02-04	A	
China/Shanghai/SH0035|EPI_ISL_416344|2020-01-30	China/Shanghai/SH0035	EPI_ISL_416344	China	2020-01-30	A	
China/Shanghai/SH0036|EPI_ISL_416345|2020-02-04	China/Shanghai/SH0036	EPI_ISL_416345	China	2020-02-04	B	
China/Shanghai/SH0038|EPI_ISL_416347|2020-02-06	China/Shanghai/SH0038	EPI_ISL_416347	China	2020-02-06	B	
China/Shanghai/SH0039|EPI_ISL_416348|2020-02-06	China/Shanghai/SH0039	EPI_ISL_416348	China	2020-02-06	B	
China/Shanghai/SH0040|EPI_ISL_416349|2020-01-30	China/Shanghai/SH0040	EPI_ISL_416349	China	2020-01-30	B	
China/Shanghai/SH0041|EPI_ISL_416350|2020-01-29	China/Shanghai/SH0041	EPI_ISL_416350	China	2020-01-29	A	
China/Shanghai/SH0042|EPI_ISL_416351|2020-02-06	China/Shanghai/SH0042	EPI_ISL_416351	China	2020-02-06	B	
China/Shanghai/SH0043|EPI_ISL_416352|2020-01-30	China/Shanghai/SH0043	EPI_ISL_416352	China	2020-01-30	A	
China/Shanghai/SH0044|EPI_ISL_416353|2020-02-04	China/Shanghai/SH0044	EPI_ISL_416353	China	2020-02-04	B	
China/Shanghai/SH0045|EPI_ISL_416354|2020-02-04	China/Shanghai/SH0045	EPI_ISL_416354	China	2020-02-04	B	
China/Shanghai/SH0047|EPI_ISL_416355|2020-02-04	China/Shanghai/SH0047	EPI_ISL_416355	China	2020-02-04	B	
China/Shanghai/SH0049|EPI_ISL_416357|2020-02-01	China/Shanghai/SH0049	EPI_ISL_416357	China	2020-02-01	A.3	1
China/Shanghai/SH0050|EPI_ISL_416358|2020-02-05	China/Shanghai/SH0050	EPI_ISL_416358	China	2020-02-05	B.9	
China/Shanghai/SH0051|EPI_ISL_416359|2020-02-06	China/Shanghai/SH0051	EPI_ISL_416359	China	2020-02-06	B	
China/Shanghai/SH0052|EPI_ISL_416360|2020-02-01	China/Shanghai/SH0052	EPI_ISL_416360	China	2020-02-01	B.9	1
China/Shanghai/SH0053|EPI_ISL_416361|2020-02-01	China/Shanghai/SH0053	EPI_ISL_416361	China	2020-02-01	B	
China/Shanghai/SH0054|EPI_ISL_416362|2020-02-02	China/Shanghai/SH0054	EPI_ISL_416362	China	2020-02-02	B	
China/Shanghai/SH0055|EPI_ISL_416363|2020-02-08	China/Shanghai/SH0055	EPI_ISL_416363	China	2020-02-08	B	
China/Shanghai/SH0056|EPI_ISL_416364|2020-02-08	China/Shanghai/SH0056	EPI_ISL_416364	China	2020-02-08	B	
China/Shanghai/SH0058|EPI_ISL_416365|2020-01-30	China/Shanghai/SH0058	EPI_ISL_416365	China	2020-01-30	B.9	1
China/Shanghai/SH0059|EPI_ISL_416366|2020-01-30	China/Shanghai/SH0059	EPI_ISL_416366	China	2020-01-30	A	
China/Shanghai/SH0060|EPI_ISL_416367|2020-02-01	China/Shanghai/SH0060	EPI_ISL_416367	China	2020-02-01	B	
China/Shanghai/SH0065|EPI_ISL_416368|2020-02-05	China/Shanghai/SH0065	EPI_ISL_416368	China	2020-02-05	A	
China/Shanghai/SH0066|EPI_ISL_416369|2020-02-05	China/Shanghai/SH0066	EPI_ISL_416369	China	2020-02-05	B	
China/Shanghai/SH0067|EPI_ISL_416370|2020-02-01	China/Shanghai/SH0067	EPI_ISL_416370	China	2020-02-01	B	
China/Shanghai/SH0069|EPI_ISL_416372|2020-02-01	China/Shanghai/SH0069	EPI_ISL_416372	China	2020-02-01	A	
China/Shanghai/SH0070|EPI_ISL_416373|2020-02-07	China/Shanghai/SH0070	EPI_ISL_416373	China	2020-02-07	B.4	
China/Shanghai/SH0072|EPI_ISL_416375|2020-02-01	China/Shanghai/SH0072	EPI_ISL_416375	China	2020-02-01	B	
China/Shanghai/SH0073|EPI_ISL_416376|2020-02-05	China/Shanghai/SH0073	EPI_ISL_416376	China	2020-02-05	B	
China/Shanghai/SH0074|EPI_ISL_416377|2020-02-07	China/Shanghai/SH0074	EPI_ISL_416377	China	2020-02-07	A	
China/Shanghai/SH0075|EPI_ISL_416378|2020-01-30	China/Shanghai/SH0075	EPI_ISL_416378	China	2020-01-30	A	
China/Shanghai/SH0076|EPI_ISL_416379|2020-02-01	China/Shanghai/SH0076	EPI_ISL_416379	China	2020-02-01	B	
China/Shanghai/SH0077|EPI_ISL_416380|2020-02-09	China/Shanghai/SH0077	EPI_ISL_416380	China	2020-02-09	B	
China/Shanghai/SH0079|EPI_ISL_416381|2020-02-01	China/Shanghai/SH0079	EPI_ISL_416381	China	2020-02-01	A.3	
China/Shanghai/SH0080|EPI_ISL_416382|2020-02-08	China/Shanghai/SH0080	EPI_ISL_416382	China	2020-02-08	B.4	
China/Shanghai/SH0081|EPI_ISL_416383|2020-02-01	China/Shanghai/SH0081	EPI_ISL_416383	China	2020-02-01	B.4	
China/Shanghai/SH0083|EPI_ISL_416384|2020-02-04	China/Shanghai/SH0083	EPI_ISL_416384	China	2020-02-04	B	
China/Shanghai/SH0085|EPI_ISL_416385|2020-01-30	China/Shanghai/SH0085	EPI_ISL_416385	China	2020-01-30	B	
China/Shanghai/SH0086|EPI_ISL_416386|2020-01-31	China/Shanghai/SH0086	EPI_ISL_416386	China	2020-01-31	B	
China/Shanghai/SH0088|EPI_ISL_416387|2020-02-01	China/Shanghai/SH0088	EPI_ISL_416387	China	2020-02-01	B	
China/Shanghai/SH0091|EPI_ISL_416388|2020-02-05	China/Shanghai/SH0091	EPI_ISL_416388	China	2020-02-05	B	
China/Shanghai/SH0093|EPI_ISL_416389|2020-01-21	China/Shanghai/SH0093	EPI_ISL_416389	China	2020-01-21	B	
China/Shanghai/SH0094|EPI_ISL_416390|2020-01-31	China/Shanghai/SH0094	EPI_ISL_416390	China	2020-01-31	B	
China/Shanghai/SH0098|EPI_ISL_416391|2020-02-02	China/Shanghai/SH0098	EPI_ISL_416391	China	2020-02-02	B	
China/Shanghai/SH0100|EPI_ISL_416392|2020-02-02	China/Shanghai/SH0100	EPI_ISL_416392	China	2020-02-02	A	
China/Shanghai/SH0101|EPI_ISL_416393|2020-02-09	China/Shanghai/SH0101	EPI_ISL_416393	China	2020-02-09	B	
China/Shanghai/SH0102|EPI_ISL_416394|2020-02-14	China/Shanghai/SH0102	EPI_ISL_416394	China	2020-02-14	B	
China/Shanghai/SH0106|EPI_ISL_416396|2020-02-10	China/Shanghai/SH0106	EPI_ISL_416396	China	2020-02-10	B	
China/Shanghai/SH0107|EPI_ISL_416397|2020-02-02	China/Shanghai/SH0107	EPI_ISL_416397	China	2020-02-02	B	
China/Shanghai/SH0109|EPI_ISL_416398|2020-02-02	China/Shanghai/SH0109	EPI_ISL_416398	China	2020-02-02	B	
China/Shanghai/SH0110|EPI_ISL_416399|2020-02-13	China/Shanghai/SH0110	EPI_ISL_416399	China	2020-02-13	B	
China/Shanghai/SH0112|EPI_ISL_416400|2020-02-02	China/Shanghai/SH0112	EPI_ISL_416400	China	2020-02-02	B	
China/Shanghai/SH0114|EPI_ISL_416401|2020-02-02	China/Shanghai/SH0114	EPI_ISL_416401	China	2020-02-02	B	
China/Shanghai/SH0115|EPI_ISL_416402|2020-02-11	China/Shanghai/SH0115	EPI_ISL_416402	China	2020-02-11	A	
China/Shanghai/SH0117|EPI_ISL_416403|2020-02-02	China/Shanghai/SH0117	EPI_ISL_416403	China	2020-02-02	A	
China/Shanghai/SH0119|EPI_ISL_416404|2020-02-09	China/Shanghai/SH0119	EPI_ISL_416404	China	2020-02-09	B	
China/Shanghai/SH0121|EPI_ISL_416405|2020-02-02	China/Shanghai/SH0121	EPI_ISL_416405	China	2020-02-02	B	
China/Shanghai/SH0125|EPI_ISL_416406|2020-02-15	China/Shanghai/SH0125	EPI_ISL_416406	China	2020-02-15	B.4	
China/Shanghai/SH0126|EPI_ISL_416407|2020-02-15	China/Shanghai/SH0126	EPI_ISL_416407	China	2020-02-15	B.4	
China/Shanghai/SH0127|EPI_ISL_416408|2020-02-12	China/Shanghai/SH0127	EPI_ISL_416408	China	2020-02-12	B	
China/Shanghai/SH0128|EPI_ISL_416409|2020-02-02	China/Shanghai/SH0128	EPI_ISL_416409	China	2020-02-02	A.3	
Australia/VIC02/2020|EPI_ISL_416410|2020-01-24	Australia/VIC02/2020	EPI_ISL_416410	Australia	2020-01-24	B	
Australia/VIC03/2020|EPI_ISL_416411|2020-01-25	Australia/VIC03/2020	EPI_ISL_416411	Australia	2020-01-25	B	
Australia/VIC04/2020|EPI_ISL_416412|2020-03-02	Australia/VIC04/2020	EPI_ISL_416412	Australia	2020-03-02	B.4.1	
Australia/VIC05/2020|EPI_ISL_416413|2020-03-05	Australia/VIC05/2020	EPI_ISL_416413	Australia	2020-03-05	A.1	
Australia/VIC06/2020|EPI_ISL_416414|2020-03-06	Australia/VIC06/2020	EPI_ISL_416414	Australia	2020-03-06	B.4	
Australia/VIC07/2020|EPI_ISL_416415|2020-02-08	Australia/VIC07/2020	EPI_ISL_416415	Australia	2020-02-08	A	
USA/CT-Yale-002/2020|EPI_ISL_416417|2020-03-10	USA/CT-Yale-002/2020	EPI_ISL_416417	USA	2020-03-10	A.1	
USA/CT-Yale-006/2020|EPI_ISL_416420|2020-03-13	USA/CT-Yale-006/2020	EPI_ISL_416420	USA	2020-03-13	B.1.11	1
USA/CT-Yale-007/2020|EPI_ISL_416421|2020-03-13	USA/CT-Yale-007/2020	EPI_ISL_416421	USA	2020-03-13	A.1	
USA/CT-Yale-009/2020|EPI_ISL_416423|2020-03-13	USA/CT-Yale-009/2020	EPI_ISL_416423	USA	2020-03-13	A.1	
Hangzhou/ZJU-07/2020|EPI_ISL_416425|2020-02-03	Hangzhou/ZJU-07/2020	EPI_ISL_416425	China	2020-02-03	B	
Hungary/mbl1/2020|EPI_ISL_416426|2020-03-17	Hungary/mbl1/2020	EPI_ISL_416426	Hungary	2020-03-17	B.1	
Vietnam/38142/2020|EPI_ISL_416427|2020-01-24	Vietnam/38142/2020	EPI_ISL_416427	Vietnam	2020-01-24	A.3	
Vietnam/39607/2020|EPI_ISL_416428|2020-03-07	Vietnam/39607/2020	EPI_ISL_416428	Vietnam	2020-03-07	B.1	
Vietnam/CM99/2020|EPI_ISL_416429|2020-02-11	Vietnam/CM99/2020	EPI_ISL_416429	Vietnam	2020-02-11	A.3	
Vietnam/CM295/2020|EPI_ISL_416430|2020-03-06	Vietnam/CM295/2020	EPI_ISL_416430	Vietnam	2020-03-06	B.1	
Vietnam/CM296/2020|EPI_ISL_416431|2020-03-06	Vietnam/CM296/2020	EPI_ISL_416431	Vietnam	2020-03-06	B.1	
Saudi_Arabia/KAIMRC-Alghoribi/2020|EPI_ISL_416432|2020-03-07	Saudi_Arabia/KAIMRC-Alghoribi/2020	EPI_ISL_416432	Saudi_Arabia	2020-03-07	B.6	
USA/WA-UW77/2020|EPI_ISL_416433|2020-03-10	USA/WA-UW77/2020	EPI_ISL_416433	USA	2020-03-10	A.1	
USA/WA-UW78/2020|EPI_ISL_416434|2020-03-10	USA/WA-UW78/2020	EPI_ISL_416434	USA	2020-03-10	B.1	
USA/WA-UW79/2020|EPI_ISL_416435|2020-03-10	USA/WA-UW79/2020	EPI_ISL_416435	USA	2020-03-10	A.1	
USA/WA-UW80/2020|EPI_ISL_416436|2020-03-10	USA/WA-UW80/2020	EPI_ISL_416436	USA	2020-03-10	A.1	
USA/WA-UW81/2020|EPI_ISL_416437|2020-03-10	USA/WA-UW81/2020	EPI_ISL_416437	USA	2020-03-10	A.1	
USA/WA-UW82/2020|EPI_ISL_416438|2020-03-10	USA/WA-UW82/2020	EPI_ISL_416438	USA	2020-03-10	B.1	
USA/WA-UW83/2020|EPI_ISL_416439|2020-03-10	USA/WA-UW83/2020	EPI_ISL_416439	USA	2020-03-10	A.1	
USA/WA-UW84/2020|EPI_ISL_416440|2020-03-10	USA/WA-UW84/2020	EPI_ISL_416440	USA	2020-03-10	A.1	
USA/WA-UW85/2020|EPI_ISL_416441|2020-03-10	USA/WA-UW85/2020	EPI_ISL_416441	USA	2020-03-10	A.1	
USA/WA-UW86/2020|EPI_ISL_416442|2020-03-10	USA/WA-UW86/2020	EPI_ISL_416442	USA	2020-03-10	A.1	
USA/WA-UW87/2020|EPI_ISL_416443|2020-03-10	USA/WA-UW87/2020	EPI_ISL_416443	USA	2020-03-10	A.1	
USA/WA-UW88/2020|EPI_ISL_416444|2020-03-10	USA/WA-UW88/2020	EPI_ISL_416444	USA	2020-03-10	A.1	
USA/WA-UW89/2020|EPI_ISL_416445|2020-03-10	USA/WA-UW89/2020	EPI_ISL_416445	USA	2020-03-10	A.1	
USA/WA-UW90/2020|EPI_ISL_416446|2020-03-10	USA/WA-UW90/2020	EPI_ISL_416446	USA	2020-03-10	A.1	
USA/WA-UW91/2020|EPI_ISL_416447|2020-03-10	USA/WA-UW91/2020	EPI_ISL_416447	USA	2020-03-10	A.1	
USA/WA-UW92/2020|EPI_ISL_416448|2020-03-11	USA/WA-UW92/2020	EPI_ISL_416448	USA	2020-03-11	A.1	
USA/WA-UW93/2020|EPI_ISL_416449|2020-03-11	USA/WA-UW93/2020	EPI_ISL_416449	USA	2020-03-11	B.6	1
USA/WA-UW94/2020|EPI_ISL_416450|2020-03-11	USA/WA-UW94/2020	EPI_ISL_416450	USA	2020-03-11	A.1	
USA/WA-UW95/2020|EPI_ISL_416451|2020-03-10	USA/WA-UW95/2020	EPI_ISL_416451	USA	2020-03-10	A.1	
USA/WA-UW96/2020|EPI_ISL_416452|2020-03-10	USA/WA-UW96/2020	EPI_ISL_416452	USA	2020-03-10	B.1	
USA/WA-UW36/2020|EPI_ISL_416453|2020-03-07	USA/WA-UW36/2020	EPI_ISL_416453	USA	2020-03-07	A.1	
USA/WA-UW37/2020|EPI_ISL_416454|2020-03-06	USA/WA-UW37/2020	EPI_ISL_416454	USA	2020-03-06	A.1	
USA/WA-UW38/2020|EPI_ISL_416455|2020-03-07	USA/WA-UW38/2020	EPI_ISL_416455	USA	2020-03-07	A.1	
USA/WA-UW39/2020|EPI_ISL_416456|2020-03-06	USA/WA-UW39/2020	EPI_ISL_416456	USA	2020-03-06	A.1	
USA/CA-MG0987/2020|EPI_ISL_416457|2020-03-18	USA/CA-MG0987/2020	EPI_ISL_416457	USA	2020-03-18	B.1	
Kuwait/KU12/2020|EPI_ISL_416458|2020-03-02	Kuwait/KU12/2020	EPI_ISL_416458	Kuwait	2020-03-02	B.4.1	
USA/WA-S5/2020|EPI_ISL_416460|2020-02-29	USA/WA-S5/2020	EPI_ISL_416460	USA	2020-02-29	A.1	
USA/WA-S6/2020|EPI_ISL_416461|2020-02-29	USA/WA-S6/2020	EPI_ISL_416461	USA	2020-02-29	A.1	
USA/WA-S7/2020|EPI_ISL_416462|2020-02-24	USA/WA-S7/2020	EPI_ISL_416462	USA	2020-02-24	A.1	
USA/WA-S10/2020|EPI_ISL_416465|2020-02-29	USA/WA-S10/2020	EPI_ISL_416465	USA	2020-02-29	A.1	
USA/WA-S11/2020|EPI_ISL_416466|2020-03-03	USA/WA-S11/2020	EPI_ISL_416466	USA	2020-03-03	A.1	
Belgium/MTR-03021/2020|EPI_ISL_416467|2020-03-02	Belgium/MTR-03021/2020	EPI_ISL_416467	Belgium	2020-03-02	B.1	
Belgium/GMH-03022/2020|EPI_ISL_416468|2020-03-02	Belgium/GMH-03022/2020	EPI_ISL_416468	Belgium	2020-03-02	B.1	
Belgium/SN-03031/2020|EPI_ISL_416469|2020-03-03	Belgium/SN-03031/2020	EPI_ISL_416469	Belgium	2020-03-03	B.1	
Belgium/DB-03023/2020|EPI_ISL_416470|2020-03-02	Belgium/DB-03023/2020	EPI_ISL_416470	Belgium	2020-03-02	B.1	
Belgium/DBD-03024/2020|EPI_ISL_416471|2020-03-02	Belgium/DBD-03024/2020	EPI_ISL_416471	Belgium	2020-03-02	B.1	
Belgium/UMF-03025/2020|EPI_ISL_416472|2020-03-02	Belgium/UMF-03025/2020	EPI_ISL_416472	Belgium	2020-03-02	B.1	
Hangzhou/ZJU-08/2020|EPI_ISL_416473|2020-01-26	Hangzhou/ZJU-08/2020	EPI_ISL_416473	China	2020-01-26	A	1
Hangzhou/ZJU-09/2020|EPI_ISL_416474|2020-01-28	Hangzhou/ZJU-09/2020	EPI_ISL_416474	China	2020-01-28	B	
Belgium/DBA-03032/2020|EPI_ISL_416475|2020-03-03	Belgium/DBA-03032/2020	EPI_ISL_416475	Belgium	2020-03-03	B.1	
Georgia/Tb-390/2020|EPI_ISL_416477|2020-03-08	Georgia/Tb-390/2020	EPI_ISL_416477	Georgia	2020-03-08	A.2	
Georgia/Tb-673/2020|EPI_ISL_416478|2020-03-14	Georgia/Tb-673/2020	EPI_ISL_416478	Georgia	2020-03-14	B.1	
Georgia/Tb-273/2020|EPI_ISL_416479|2020-03-05	Georgia/Tb-273/2020	EPI_ISL_416479	Georgia	2020-03-05	B.1	
Georgia/Tb-537/2020|EPI_ISL_416480|2020-03-11	Georgia/Tb-537/2020	EPI_ISL_416480	Georgia	2020-03-11	B.2	
Georgia/Tb-712/2020|EPI_ISL_416481|2020-03-16	Georgia/Tb-712/2020	EPI_ISL_416481	Georgia	2020-03-16	B.1	
Georgia/Tb/2020|EPI_ISL_416482|2020-03-13	Georgia/Tb/2020	EPI_ISL_416482	Georgia	2020-03-13	B.1	
Spain/Valencia4/2020|EPI_ISL_416483|2020-02-26	Spain/Valencia4/2020	EPI_ISL_416483	Spain	2020-02-26	A.2	1
Spain/Valencia5/2020|EPI_ISL_416484|2020-02-27	Spain/Valencia5/2020	EPI_ISL_416484	Spain	2020-02-27	A.2	
Spain/Valencia6/2020|EPI_ISL_416485|2020-02-27	Spain/Valencia6/2020	EPI_ISL_416485	Spain	2020-02-27	A.2	
Spain/Valencia7/2020|EPI_ISL_416486|2020-03-02	Spain/Valencia7/2020	EPI_ISL_416486	Spain	2020-03-02	B.1	
Spain/Valencia8/2020|EPI_ISL_416487|2020-03-04	Spain/Valencia8/2020	EPI_ISL_416487	Spain	2020-03-04	A.2	
Poland/PL_P1/2020|EPI_ISL_416488|2020-03-03	Poland/PL_P1/2020	EPI_ISL_416488	Poland	2020-03-03	B.3	
USA/WI-02/2020|EPI_ISL_416489|2020-03-15	USA/WI-02/2020	EPI_ISL_416489	USA	2020-03-15	B.1	
USA/WI4/2020|EPI_ISL_416491|2020-03-15	USA/WI4/2020	EPI_ISL_416491	USA	2020-03-15	B.1	
USA/WI-05/2020|EPI_ISL_416492|2020-03-15	USA/WI-05/2020	EPI_ISL_416492	USA	2020-03-15	B.1	
France/HF2196/2020|EPI_ISL_416493|2020-03-08	France/HF2196/2020	EPI_ISL_416493	France	2020-03-08	B.1	
France/N2223/2020|EPI_ISL_416494|2020-03-04	France/N2223/2020	EPI_ISL_416494	France	2020-03-04	B.1	
France/HF2234/2020|EPI_ISL_416495|2020-03-10	France/HF2234/2020	EPI_ISL_416495	France	2020-03-10	B.1	
France/HF2237/2020|EPI_ISL_416496|2020-03-10	France/HF2237/2020	EPI_ISL_416496	France	2020-03-10	B.1	
France/HF2239/2020|EPI_ISL_416497|2020-03-10	France/HF2239/2020	EPI_ISL_416497	France	2020-03-10	B.1	
France/IDF2256/2020|EPI_ISL_416498|2020-03-11	France/IDF2256/2020	EPI_ISL_416498	France	2020-03-11	B.1.4	1
France/IDF2278/2020|EPI_ISL_416499|2020-03-11	France/IDF2278/2020	EPI_ISL_416499	France	2020-03-11	B.1	
France/IDF2279/2020|EPI_ISL_416500|2020-03-11	France/IDF2279/2020	EPI_ISL_416500	France	2020-03-11	B.1	
France/IDF2284/2020|EPI_ISL_416501|2020-03-10	France/IDF2284/2020	EPI_ISL_416501	France	2020-03-10	B.1	
France/B2330/2020|EPI_ISL_416502|2020-02-26	France/B2330/2020	EPI_ISL_416502	France	2020-02-26	B.1	
France/B2334/2020|EPI_ISL_416503|2020-03-01	France/B2334/2020	EPI_ISL_416503	France	2020-03-01	B.2	1
France/B2335/2020|EPI_ISL_416504|2020-03-02	France/B2335/2020	EPI_ISL_416504	France	2020-03-02	B.1	
France/B2336/2020|EPI_ISL_416505|2020-03-02	France/B2336/2020	EPI_ISL_416505	France	2020-03-02	B.1	
France/B2337/2020|EPI_ISL_416506|2020-03-03	France/B2337/2020	EPI_ISL_416506	France	2020-03-03	B.1	
France/B2340/2020|EPI_ISL_416507|2020-03-05	France/B2340/2020	EPI_ISL_416507	France	2020-03-05	B.2	
France/B2343/2020|EPI_ISL_416508|2020-03-06	France/B2343/2020	EPI_ISL_416508	France	2020-03-06	B.1	
France/B2344/2020|EPI_ISL_416509|2020-03-06	France/B2344/2020	EPI_ISL_416509	France	2020-03-06	B.1	
France/B2346/2020|EPI_ISL_416510|2020-03-06	France/B2346/2020	EPI_ISL_416510	France	2020-03-06	B.1	
France/B2348/2020|EPI_ISL_416511|2020-03-07	France/B2348/2020	EPI_ISL_416511	France	2020-03-07	B.1	
France/B2349/2020|EPI_ISL_416512|2020-03-07	France/B2349/2020	EPI_ISL_416512	France	2020-03-07	B.1	
France/B2351/2020|EPI_ISL_416513|2020-03-07	France/B2351/2020	EPI_ISL_416513	France	2020-03-07	B.1	
Australia/VIC08/2020|EPI_ISL_416514|2020-03-15	Australia/VIC08/2020	EPI_ISL_416514	Australia	2020-03-15	A.1	
Australia/VIC09/2020|EPI_ISL_416515|2020-03-15	Australia/VIC09/2020	EPI_ISL_416515	Australia	2020-03-15	B.2	
Australia/VIC10/2020|EPI_ISL_416516|2020-03-16	Australia/VIC10/2020	EPI_ISL_416516	Australia	2020-03-16	B.2	
Australia/VIC11/2020|EPI_ISL_416517|2020-03-16	Australia/VIC11/2020	EPI_ISL_416517	Australia	2020-03-16	B.1	
New_Zealand/20VR0189/2020|EPI_ISL_416519|2020-03-02	New_Zealand/20VR0189/2020	EPI_ISL_416519	New_Zealand	2020-03-02	B.1	
New_Zealand/20VR019/2020|EPI_ISL_416520|2020-03-04	New_Zealand/20VR019/2020	EPI_ISL_416520	New_Zealand	2020-03-04	B.1	
Saudi_Arabia/SCDC-3321/2020|EPI_ISL_416521|2020-03-10	Saudi_Arabia/SCDC-3321/2020	EPI_ISL_416521	Saudi_Arabia	2020-03-10	B.1	
Saudi_Arabia/SCDC-3324/2020|EPI_ISL_416522|2020-03-10	Saudi_Arabia/SCDC-3324/2020	EPI_ISL_416522	Saudi_Arabia	2020-03-10	B.1	
USA/WI-03/2020|EPI_ISL_416523|2020-03-14	USA/WI-03/2020	EPI_ISL_416523	USA	2020-03-14	B.1	
Japan/SMU-0311S2/2020|EPI_ISL_416524|2020-03-11	Japan/SMU-0311S2/2020	EPI_ISL_416524	Japan	2020-03-11	B.1	
Japan/SMU-0311S3/2020|EPI_ISL_416525|2020-03-11	Japan/SMU-0311S3/2020	EPI_ISL_416525	Japan	2020-03-11	B.1	
New_Zealand/20VR0206/2020|EPI_ISL_416526|2020-03-05	New_Zealand/20VR0206/2020	EPI_ISL_416526	New_Zealand	2020-03-05	B.4	
New_Zealand/20VR0275/2020|EPI_ISL_416538|2020-03-15	New_Zealand/20VR0275/2020	EPI_ISL_416538	New_Zealand	2020-03-15	A.3	1
New_Zealand/20VR0276/2020|EPI_ISL_416539|2020-03-15	New_Zealand/20VR0276/2020	EPI_ISL_416539	New_Zealand	2020-03-15	A.3	1
Kuwait/KU09/2020|EPI_ISL_416541|2020-03-02	Kuwait/KU09/2020	EPI_ISL_416541	Kuwait	2020-03-02	B.4.1	
Kuwait/KU17/2020|EPI_ISL_416542|2020-03-02	Kuwait/KU17/2020	EPI_ISL_416542	Kuwait	2020-03-02	B.4	
Kuwait/KU18/2020|EPI_ISL_416543|2020-03-02	Kuwait/KU18/2020	EPI_ISL_416543	Kuwait	2020-03-02	B.4.1	
Japan/DP0005/2020|EPI_ISL_416565|2020-02-15	Japan/DP0005/2020	EPI_ISL_416565	Japan	2020-02-15	B.5	
Japan/DP0027/2020|EPI_ISL_416566|2020-02-15	Japan/DP0027/2020	EPI_ISL_416566	Japan	2020-02-15	B	
Japan/DP0037/2020|EPI_ISL_416567|2020-02-15	Japan/DP0037/2020	EPI_ISL_416567	Japan	2020-02-15	B	
Japan/DP0058/2020|EPI_ISL_416568|2020-02-15	Japan/DP0058/2020	EPI_ISL_416568	Japan	2020-02-15	B.5	1
Japan/DP0059/2020|EPI_ISL_416569|2020-02-15	Japan/DP0059/2020	EPI_ISL_416569	Japan	2020-02-15	B	
Japan/DP0065/2020|EPI_ISL_416570|2020-02-15	Japan/DP0065/2020	EPI_ISL_416570	Japan	2020-02-15	B	
Japan/DP0077/2020|EPI_ISL_416571|2020-02-15	Japan/DP0077/2020	EPI_ISL_416571	Japan	2020-02-15	B	
Japan/DP0078/2020|EPI_ISL_416572|2020-02-15	Japan/DP0078/2020	EPI_ISL_416572	Japan	2020-02-15	B	
Japan/DP0104/2020|EPI_ISL_416573|2020-02-15	Japan/DP0104/2020	EPI_ISL_416573	Japan	2020-02-15	B	
Japan/DP0107/2020|EPI_ISL_416574|2020-02-15	Japan/DP0107/2020	EPI_ISL_416574	Japan	2020-02-15	B	
Japan/DP0121/2020|EPI_ISL_416575|2020-02-15	Japan/DP0121/2020	EPI_ISL_416575	Japan	2020-02-15	B	
Japan/DP0133/2020|EPI_ISL_416576|2020-02-15	Japan/DP0133/2020	EPI_ISL_416576	Japan	2020-02-15	B	
